start,dur,text
3971.93,5.31,the previous layer it is reflected in
3974.3,6.24,the size as well if you look at the base
3977.24,6.69,open to image it is around 120 megabytes
3980.54,6.18,in size the apt packages that I install
3983.93,6.45,is around 300 MB and then the remaining
3986.72,5.96,layers are small to understand the
3990.38,6.57,advantages of this layered architecture
3992.68,6.67,let's consider a second application this
3996.95,4.47,application has a different talker file
3999.35,5.37,but it's very similar to our first
4001.42,6.66,application as in it uses the same base
4004.72,6.66,image as Ubuntu uses the same Python and
4008.08,5.55,flask dependencies but uses a different
4011.38,5.1,source code to create a different
4013.63,5.28,application and so a different entry
4016.48,5.01,point as well when I run the docker
4018.91,5.28,build command to build a new image for
4021.49,5.25,this application since the first three
4024.19,5.61,layers of both the applications are the
4026.74,6.78,same docker is not going to build the
4029.8,6.33,first three layers instead it reuses the
4033.52,5.43,same three layers it built for the first
4036.13,5.55,application from the cache and only
4038.95,6.51,creates the last two layers with the new
4041.68,6.45,sources and the new entry point this way
4045.46,6.27,docker builds images faster and
4048.13,5.88,efficiently saves disk space this is
4051.73,4.89,also applicable if you were to update
4054.01,5.4,your application code whenever you
4056.62,6.06,update your application code such as the
4059.41,5.52,app dot py in this case docker simply
4062.68,4.65,reuses all the previous layers from
4064.93,5.13,cache and quickly rebuilds the
4067.33,6.24,application image by updating the latest
4070.06,8.55,source code thus saving us a lot of time
4073.57,7.74,hearing rebuilds and updates let's
4078.61,5.43,rearrange the layers bottom up so we can
4081.31,5.19,understand it better at the bottom we
4084.04,5.94,have the base ubuntu layer than the
4086.5,5.49,packages then the dependencies and then
4089.98,5.88,the source code of the application and
4091.99,6.75,then the entry point all of these layers
4095.86,6.129,are created when we run the docker build
4098.74,6.249,command to form the final docker image
4101.989,6,so all of these are the darker image
4104.989,4.891,layers once the build is complete you
4107.989,4.651,cannot modify the contents of these
4109.88,5.64,layers and so they are read-only and you
4112.64,6.329,can only modify them by initiating a new
4115.52,5.73,build when you run a container based off
4118.969,5.31,of this image using the docker run
4121.25,5.64,command docker creates a container based
4124.279,5.19,off of these layers and creates a new
4126.89,5.969,writable layer on top of the image layer
4129.469,6.27,the writable layer is used to store data
4132.859,4.86,created by the container such as log
4135.739,4.02,files written by the applications any
4137.719,5.071,temporary files generated by the
4139.759,6.361,container or just any file modified by
4142.79,6.12,the user on that container the life of
4146.12,5.25,this layer though is only as long as the
4148.91,4.92,container is alive when the container is
4151.37,5.449,destroyed this layer and all of the
4153.83,5.759,changes stored in it are also destroyed
4156.819,5.831,remember that the same image layer is
4159.589,7.051,shared by all containers created using
4162.65,6.959,this image if I were to log in to the
4166.64,6.69,newly created container and say create a
4169.609,6.061,new file called temp dot txt it will
4173.33,5.489,create that file in the container layer
4175.67,5.399,which is read and write we just said
4178.819,4.23,that the files in the image layer are
4181.069,5.52,read-only meaning you cannot edit
4183.049,6.181,anything in those layers let's take an
4186.589,5.67,example of our application code since we
4189.23,5.28,bake our code into the image the code is
4192.259,5.821,part of the image layer and as such is
4194.51,5.94,read-only after running a container what
4198.08,5.97,if I wish to modify the source code to
4200.45,5.789,say test a change remember the same
4204.05,4.5,image layer may be shared between
4206.239,5.461,multiple containers created from this
4208.55,6.27,image so does it mean that I cannot
4211.7,6.81,modify this file inside the container no
4214.82,5.97,I can still modify this file but before
4218.51,4.709,I save the modified file docker
4220.79,4.89,automatically creates a copy of the file
4223.219,4.621,in the read/write layer and I will then
4225.68,5.67,be modifying a different version of the
4227.84,5.85,file in the readwrite layer all future
4231.35,4.57,modifications will be done on this copy
4233.69,5.08,of the file in the readwrite
4235.92,5.82,this is called copy-on-write mechanism
4238.77,4.89,the image layer being read-only just
4241.74,4.83,means that the files in these layers
4243.66,5.49,will not be modified in the image itself
4246.57,5.31,so the image will remain the same all
4249.15,6.96,the time until you rebuild the image
4251.88,6,using the docker build command what
4256.11,5.01,happens when we get rid of the container
4257.88,6.57,all of the data that was stored in the
4261.12,6.33,container layer also gets deleted the
4264.45,5.58,change we made to the app dot py and the
4267.45,6,new temp file we created we'll also get
4270.03,5.97,removed so what if we wish to persist
4273.45,4.83,this data for example if we were working
4276,4.23,with our database and we would like to
4278.28,4.71,preserve the data created by the
4280.23,6.27,container we could add a persistent
4282.99,6.27,volume to the container to do this first
4286.5,5.76,create a volume using the docker volume
4289.26,5.73,create command so when I run the docker
4292.26,5.79,volume create data underscore volume
4294.99,6.27,command it creates a folder called data
4298.05,8.1,underscore volume under the var Lib
4301.26,6.66,docker volumes directory then when I run
4306.15,4.32,the docker container using the docker
4307.92,4.77,run command I could mount this volume
4310.47,5.3,inside the docker containers read/write
4312.69,6.9,layer using the dash V option like this
4315.77,6.19,so I would do a docker run - V then
4319.59,4.92,specify my newly created volume name
4321.96,5.13,followed by a colon and the location
4324.51,5.37,inside my container which is the default
4327.09,6.81,location where MySQL stores data and
4329.88,7.98,that is where Lib MySQL and then the
4333.9,6.54,image name MySQL this will create a new
4337.86,5.7,container and mount the data volume we
4340.44,5.79,created into very Lib MySQL folder
4343.56,5.1,inside the container so all data are
4346.23,4.77,written by the database is in fact
4348.66,5.4,stored on the volume created on the
4351,6.93,docker host even if the container is
4354.06,6.03,destroyed the data is still active now
4357.93,3.84,what if you didn't run the docker volume
4360.09,4.44,create command to create the volume
4361.77,5.16,before the docker run command for
4364.53,4.62,example if I run the docker run command
4366.93,5.19,to create a new instance of
4369.15,5.58,my SQL container with the volume data
4372.12,5.79,underscore volume to which I have not
4374.73,6.09,created yet docker will automatically
4377.91,5.6,create a volume named data underscore
4380.82,5.34,volume to and mounted to the container
4383.51,5.59,you should be able to see all these
4386.16,7.44,volumes if you list the contents of the
4389.1,7.5,VAR Lib docker volumes folder this is
4393.6,5.04,called volume mounting as we are
4396.6,5.12,mounting a volume created by docker
4398.64,6.69,under the var Lib docker volumes folder
4401.72,6.16,but what if we had our data already at
4405.33,4.74,another location for example let's say
4407.88,5.91,we have some external storage on the
4410.07,5.7,docker host at four slash data and we
4413.79,5.19,would like to store database data on
4415.77,6.42,that volume and not in the default ver
4418.98,5.4,Lib docker volumes folder in that case
4422.19,5.55,we would run a container using the
4424.38,5.79,command docker run - V but in this case
4427.74,4.74,we will provide the complete path to the
4430.17,6.63,folder we would like to mount that is
4432.48,6.54,four slash data for / - QL and so it
4436.8,5.64,will create a container and mount the
4439.02,6.39,folder to the container this is called
4442.44,5.28,bind mounting so there are two types of
4445.41,5.61,mounts a volume mounting and a bind
4447.72,5.55,mount volume mount mounts a volume from
4451.02,5.4,the volumes directory and bind mount
4453.27,5.38,mounts a directory from any location on
4456.42,5.53,the docker host
4458.65,7.5,one final point note before I let you go
4461.95,7.74,using the dash V is an old style the new
4466.15,6.36,way is to use dash mount option the dash
4469.69,5.91,dash mount is the preferred way as it is
4472.51,5.91,more verbose so you have to specify each
4475.6,5.7,parameter in a key equals value format
4478.42,5.04,for example the previous command can be
4481.3,5.34,written with the dash mount option as
4483.46,6.33,this using the type source and target
4486.64,6.24,options the type in this case is bind
4489.79,5.94,the source is the location on my host
4492.88,7.95,and target is the location on my
4495.73,7.28,container so who is responsible for
4500.83,4.13,doing all of these operations
4503.01,4.99,maintaining the layered architecture
4504.96,5.71,creating a writable layer moving files
4508,6.03,across layers to enable copy and write
4510.67,6.03,etc it's the storage drivers so Dockery
4514.03,5.07,uses storage drivers to enable layered
4516.7,7.92,architecture some of the common storage
4519.1,8.78,drivers are au FS btrfs ZFS device
4524.62,5.94,mapper overlay and overlay to the
4527.88,4.99,selection of the storage driver depends
4530.56,4.74,on the underlying OS being used for
4532.87,5.16,example we to bond to the default
4535.3,4.89,storage driver is a u FS whereas this
4538.03,4.89,storage driver is not available on other
4540.19,6.15,operating systems like fedora or Sint OS
4542.92,6.63,in that case device mapper may be a
4546.34,5.13,better option docker will choose the
4549.55,3.9,best storage driver available
4551.47,4.62,automatically based on the operating
4553.45,5.31,system the different storage drivers
4556.09,5.7,also provide different performance and
4558.76,5.1,stability characteristics so you may
4561.79,3.87,want to choose one that fits the needs
4563.86,4.2,of your application and your
4565.66,4.44,organization if you would like to read
4568.06,4.29,more on any of these storage drivers
4570.1,5.52,please refer to the links in the
4572.35,5.82,attached documentation for now that is
4575.62,5.61,all from the darker architecture
4578.17,11.84,concepts see you in the next lecture
4581.23,11.07,[Music]
4590.01,6.25,hello and welcome to this lecture on
4592.3,6.84,docker compose going forward we will be
4596.26,5.22,working with configurations in yamo file
4599.14,6.33,so it is important that you are
4601.48,6.54,comfortable with llamo let's recap a few
4605.47,4.95,things real quick course we first
4608.02,5.52,learned how to run a docker container
4610.42,5.15,using the docker run command if we
4613.54,5.64,needed to set up a complex application
4615.57,7.27,running multiple services a better way
4619.18,5.73,to do it is to use docker compose with
4622.84,4.95,docker compose we could create a
4624.91,6.12,configuration file in yamo format called
4627.79,6.81,docker compose or ml and put together
4631.03,6.6,the different services and the options
4634.6,6.57,specific to this to running them in this
4637.63,5.73,file then we could simply run a docker
4641.17,5.43,compose up command to bring up the
4643.36,5.76,entire application stack this is easier
4646.6,4.71,to implement run and maintain as all
4649.12,5.49,changes are always stored in the docker
4651.31,5.37,compose configuration file however this
4654.61,5.12,is all only applicable to running
4656.68,6.03,containers on a single docker host and
4659.73,5.14,for now don't worry about the yamo file
4662.71,4.62,we will take a closer look at the yamo
4664.87,5.22,file in a bit and see how to put it
4667.33,5.34,together that was a really simple
4670.09,5.43,application that I put together let us
4672.67,5.04,look at a better example I'm going to
4675.52,5.34,use the same sample application that
4677.71,6.15,everyone uses to demonstrate docker it's
4680.86,5.7,a simple yet comprehensive application
4683.86,5.04,developed by docker to demonstrate the
4686.56,4.52,various features available in running an
4688.9,5.64,application stack on docker
4691.08,5.74,so let's first get familiarized with the
4694.54,4.89,application because we will be working
4696.82,5.54,with the same application in different
4699.43,5.31,sections through the rest of this course
4702.36,5.95,this is a sample voting application
4704.74,6.96,which provides an interface for a user
4708.31,5.429,to vote and another interface to show
4711.7,4.47,the results the applique
4713.739,4.741,consists of various components such as
4716.17,4.829,the voting app which is a web
4718.48,5.07,application developed in Python to
4720.999,5.58,provide the user with an interface to
4723.55,6.75,choose between two options a cat and a
4726.579,7.23,dog when you make a selection the vote
4730.3,5.549,is stored in Redis for those of you who
4733.809,5.401,are new to Redis Redis in this case
4735.849,5.701,serves as a database in memory this vote
4739.21,4.739,is then processed by the worker which is
4741.55,4.649,an application written in dotnet the
4743.949,4.65,worker application takes the new vote
4746.199,6.061,and updates the persistent database
4748.599,6.69,which is a post-grad SQL in our case the
4752.26,5.64,Postgres SQL simply has a table with the
4755.289,5.7,number of votes for each category cats
4757.9,5.73,and dogs in this case it increments the
4760.989,5.641,number of votes for cats as our ward was
4763.63,5.4,for cats finally the result of the vote
4766.63,4.77,is displayed in a web interface which is
4769.03,6.029,another web application developed in
4771.4,5.79,node.js this resulting application reads
4775.059,5.011,the count of votes from the Postgres
4777.19,6.179,sequel database and display fit to the
4780.07,6.509,user so that is the architecture and
4783.369,6.571,data flow of this simple voting
4786.579,5.881,application stack as you can see this
4789.94,4.77,sample application is built with a
4792.46,5.159,combination of different services
4794.71,5.34,different development tools and multiple
4797.619,7.56,different development platforms such as
4800.05,8.009,Python node.js net etc this sample
4805.179,5.04,application will be used to showcase how
4808.059,5.16,easy it is to set up an entire
4810.219,7.02,application stack consisting of diverse
4813.219,7.351,components in docker let us keep aside
4817.239,5.641,docker swarm services and stacks for a
4820.57,5.609,minute and see how we can put together
4822.88,7.23,this application stack on a single
4826.179,7.621,docker engine using first docker run
4830.11,6.54,commands and then docker compose let us
4833.8,5.46,assume that all images of applications
4836.65,5.73,are already built and are available on
4839.26,5.759,docker repository let us start with the
4842.38,4.569,data layer first we run the docker run
4845.019,4.511,command to start an instance
4846.949,6.241,of redis by running the docker run Redis
4849.53,5.79,command we will add the - D parameter to
4853.19,5.539,run this container in the background and
4855.32,6.62,we will also name the container Redis
4858.729,5.171,now naming the containers is important
4861.94,4,why is that important
4863.9,5.279,hold that thought we will come to that
4865.94,5.579,in a bit next we will deploy the
4869.179,6.3,Postgres sequel database by running the
4871.519,7.051,docker run Postgres command this time -
4875.479,5.1,we will add the - d option to run this
4878.57,6.149,in the background and name this
4880.579,7.051,container DB for database next we will
4884.719,4.74,start with the application services we
4887.63,3.839,will deploy a front-end app for voting
4889.459,5.071,interface by running an instance of
4891.469,6.15,voting app image run the docker run
4894.53,5.339,command and name the instance vote since
4897.619,5.1,this is a web server it has a web UI
4899.869,5.19,instance running on port 80 we will
4902.719,4.681,publish that port to 5000 on the host
4905.059,5.16,system so we can access it from a
4907.4,5.489,browser next we will deploy the result
4910.219,5.371,web application that shows the results
4912.889,5.67,to the user for this we deploy a
4915.59,6.42,container using the results - app image
4918.559,6.21,and publish port 80 - port 5001 on the
4922.01,5.359,host this way we can access the web UI
4924.769,5.25,of the resulting app on a browser
4927.369,6.48,finally we deployed the worker by
4930.019,7.44,running an instance of the worker image
4933.849,5.951,okay now this is all good and we can see
4937.459,6.06,that all the instances are running on
4939.8,6.419,the host but there is some problem it
4943.519,5.37,just does not seem to work the problem
4946.219,4.86,is that we have successfully run all the
4948.889,5.4,different containers but we haven't
4951.079,5.46,actually linked them together as in we
4954.289,4.71,haven't told the voting web application
4956.539,5.401,to use this particular Redis instance
4958.999,5.881,there could be multiple Redis instances
4961.94,5.369,running we haven't told the worker and
4964.88,6.06,the resulting app to use this particular
4967.309,6.42,Postgres sequel database that we ran so
4970.94,6.449,how do we do that that is where we use
4973.729,6.571,links link is a command line option
4977.389,3.58,which can be used to link to containers
4980.3,4.299,to
4980.969,7.081,for example the voting app web service
4984.599,5.67,is dependent on the Redis service when
4988.05,5.039,the web server starts as you can see in
4990.269,5.19,this piece of code on the web server it
4993.089,5.91,looks for a Redis service running on
4995.459,6.301,host Redis but the voting app container
4998.999,5.67,cannot resolve a host by the name Redis
5001.76,6,to make the voting app aware of the
5004.669,5.43,Redis service we add a link option while
5007.76,5.669,running the voting app container to link
5010.099,5.67,it to the Redis container adding a - -
5013.429,4.77,link option to the docker run command
5015.769,4.65,and specifying the name of the Redis
5018.199,5.01,container which is which in this case is
5020.419,4.89,Redis followed by a colon and the name
5023.209,4.801,of the host that the voting app is
5025.309,6.54,looking for which is also Redis in this
5028.01,6.389,case remember that this is why we named
5031.849,5.04,the container when we ran it the first
5034.399,5.97,time so we could use its name while
5036.889,6.121,creating a link what this is in fact
5040.369,4.8,doing is it creates an entry into the
5043.01,4.5,etc' host file on the voting app
5045.169,4.77,container adding an entry with a host
5047.51,3.979,name rebus with an internal IP of the
5049.939,4.77,Redis container
5051.489,5.53,similarly we add a link for the result
5054.709,5.071,app to communicate with the database by
5057.019,6.12,adding a link option to refer the
5059.78,5.399,database by the name DB as you can see
5063.139,4.35,in this source code of the application
5065.179,6.96,it makes an attempt to connect to a
5067.489,6.78,Postgres database on hosts DB finally
5072.139,4.53,the worker application requires access
5074.269,5.7,to both the Redis as well as the
5076.669,6.33,Postgres database so we add two links to
5079.969,4.89,the worker application one link to link
5082.999,6.93,the Redis and the other link to link
5084.859,7.86,Postgres database note that using links
5089.929,6.81,this way is deprecated and the support
5092.719,6.77,may be removed in future in docker this
5096.739,5.46,is because as we will see in some time
5099.489,5.26,advanced and newer concepts in docker
5102.199,5.4,swarm and networking supports better
5104.749,5.61,ways of achieving what we just did here
5107.599,5.46,with links but I wanted to mention that
5110.359,3.26,anyway so you learned the concept from
5113.059,3.83,the very
5113.619,5.73,basics once we have the docker run
5116.889,4.56,commands tested and ready it is easy to
5119.349,4.861,generate a docker compose file from it
5121.449,4.98,we start by creating a dictionary of
5124.21,4.38,container names we will use the same
5126.429,4.531,name we used in the docker run commands
5128.59,5.279,so we take all the names and create a
5130.96,6.929,key with each of them then under each
5133.869,6.901,item we specify which image to use the
5137.889,6.421,key is the image and the value is the
5140.77,5.099,name of the image to use next inspect
5144.31,4.98,the commands and see what are the other
5145.869,5.821,options used we published ports so let's
5149.29,5.159,move those ports under the respective
5151.69,4.98,containers so we create a property
5154.449,4.02,called ports and lists all the ports
5156.67,5.79,that you would like to publish under
5158.469,6,that finally we are left with links so
5162.46,4.679,whichever container requires a link
5164.469,5.041,created properly under it called links
5167.139,7.23,and provide an array of links such as
5169.51,7.439,Redis or TB note that you could also
5174.369,5.401,specify the name of the link this way
5176.949,5.701,without the semicolon and and the target
5179.77,5.96,target name and it will create a link
5182.65,6.42,with the same name as the target name
5185.73,7.36,specifying the DB : DB is similar to
5189.07,7.919,simply specify DB we will assume the
5193.09,5.37,same value to create a link now that we
5196.989,3.871,are all done with our docker compose
5198.46,4.59,file bringing up the stack is really
5200.86,3.93,simple from the docker compose up
5203.05,9.89,command to bring up the entire
5204.79,10.01,application stack when we looked
5212.94,5.46,example of the sample voting application
5214.8,6.48,we assumed that all images are already
5218.4,5.43,built out of the five different
5221.28,4.77,components two of them Redis and
5223.83,4.83,Postgres images we know are already
5226.05,5.87,available on docker hub there are
5228.66,5.97,official images from Redis and Postgres
5231.92,5.44,but the remaining three are our own
5234.63,4.89,application it is not necessary that
5237.36,4.859,they are already built and available in
5239.52,5.67,a docker registry if we would like to
5242.219,5.221,instruct docker compose to run a docker
5245.19,5.279,bill instead of trying to pull an image
5247.44,5.73,we can replace the image line with a
5250.469,5.191,build line and specify the location of a
5253.17,5.279,directory which contains the application
5255.66,5.49,code and a docker file with instructions
5258.449,5.581,to build the docker image in this
5261.15,5.7,example for the voting app I have all
5264.03,5.75,the application code in a folder named
5266.85,6.84,vote which contains all application code
5269.78,5.8,and a docker file this time when you run
5273.69,5.07,the docker compose up command it will
5275.58,6.27,first build the images give a temporary
5278.76,5.25,name for it and then use those images to
5281.85,6.59,run containers using the options you
5284.01,7.77,specified before similarly use build
5288.44,8.35,option to build the two other services
5291.78,7.41,from the respective folders we will now
5296.79,4.86,look at different versions of docker
5299.19,5.279,compose file this is important because
5301.65,5.4,you might see docker compose files in
5304.469,5.181,different formats at different places
5307.05,6.09,and wonder white-sand look different
5309.65,6.13,docker compose evolved over time and now
5313.14,5.7,supports a lot more options than it did
5315.78,5.4,in the beginning for example this is the
5318.84,5.399,trimmed down version of the docker
5321.18,5.76,compose file we used earlier this is in
5324.239,6.661,fact the original version of docker
5326.94,6.33,compose file known as version 1 this had
5330.9,4.65,a number of limitations for example if
5333.27,5.28,you wanted to deploy containers on a
5335.55,5.58,different network other than the default
5338.55,4.919,Bridge network there was no way of
5341.13,5.579,specifying that in this version of the
5343.469,5.13,file also say you have a dependency
5346.709,4.321,or startup order of some kind for
5348.599,4.92,example your database container must
5351.03,5.04,come up first and only then and should
5353.519,4.62,the voting application be started there
5356.07,5.779,was no way you could specify that in the
5358.139,7.891,ocean one of the docker compose file
5361.849,7.39,support for these came in version 2 with
5366.03,5.1,version 2 and up the format of the file
5369.239,4.86,also changed a little bit
5371.13,5.04,you no longer specify your stack
5374.099,5.67,information directly as you did before
5376.17,6.119,it is all encapsulated in a Services
5379.769,4.95,section so create a property called
5382.289,5.1,services in the root of the file and
5384.719,5.94,then move all the services underneath
5387.389,5.371,that you will still use the same docker
5390.659,5.34,compose up command to bring up your
5392.76,5.699,application stack but how does docker
5395.999,5.281,compose know what version of the file
5398.459,5.28,you're using you're free to use version
5401.28,6.39,1 or version 2 depending on your needs
5403.739,7.59,so how does the docker compose know what
5407.67,6.509,format you are using for version 2 and
5411.329,5.04,up you must specify the version of
5414.179,4.98,docker compose file you are intending to
5416.369,7.82,use by specifying the version at the top
5419.159,8.67,of the file in this case version : 2
5424.189,7.03,another difference is with networking in
5427.829,6.301,version 1 docker compose attaches all
5431.219,6.72,the containers it runs to the default
5434.13,5.429,bridged Network and then use links to
5437.939,4.83,enable communication between the
5439.559,6.451,containers as we did before with version
5442.769,5.761,2 dr. Campos automatically creates a
5446.01,5.04,dedicated bridged Network for this
5448.53,6.12,application and then attaches all
5451.05,5.879,containers to that new network all
5454.65,5.13,containers are then able to communicate
5456.929,3.331,to each other using each other's service
5459.78,3.54,name
5460.26,6.179,so you basically don't need to use links
5463.32,5.609,in version 2 of docker compose you can
5466.439,5.191,simply get rid of all the links you
5468.929,6.271,mentioned in version 1 when you convert
5471.63,6.48,a file from version one to version two
5475.2,5.64,and finally Washington also introduces
5478.11,5.4,it depends on feature if you wish to
5480.84,5.01,specify a start-up order for instance
5483.51,5.19,say the watering web application is
5485.85,5.22,dependent on the Redis service so you
5488.7,5.01,need to ensure that Redis container is
5491.07,5.49,started first and only then the voting
5493.71,5.22,web application must be started we could
5496.56,5.07,add a depends on property to the voting
5498.93,8.19,application and indicate that it is
5501.63,9,dependent on Redis then comes version 3
5507.12,6.6,which is the latest as of today version
5510.63,4.59,3 is similar to version 2 in the
5513.72,3.96,structure meaning it has a version
5515.22,4.14,specification at the top and a Services
5517.68,5.37,section under which you put all your
5519.36,6.21,services just like in version 2 make
5523.05,6.09,sure to specify the version number as 3
5525.57,6.03,at the top version 3 comes with support
5529.14,5.22,for docker swamp which we will see later
5531.6,5.43,on there are some options that were
5534.36,4.86,removed and added to see details on
5537.03,4.59,those you can refer to the documentation
5539.22,5.19,section using the link in the reference
5541.62,6.03,page following this lecture we will see
5544.41,7.32,Worsham 3 in much detail later when we
5547.65,7.8,discuss about docker stacks let us talk
5551.73,6.42,about networks in docker compose getting
5555.45,5.28,back to our application so far we have
5558.15,6.12,been just deploying all containers on
5560.73,5.91,the default bridged Network let us say
5564.27,4.71,we modify the architecture a little bit
5566.64,4.65,to contain the traffic from the
5568.98,4.2,different sources for example we would
5571.29,4.2,like to separate the user generated
5573.18,4.98,traffic from the applications internal
5575.49,6.09,traffic so we create a front-end network
5578.16,5.88,dedicated for traffic from users and a
5581.58,5.67,back-end network dedicated for traffic
5584.04,5.82,within the application we then connect
5587.25,5.4,the user facing applications which are
5589.86,5.46,the voting app and the result app to the
5592.65,8.55,front-end network and all the components
5595.32,9.06,to an internal back-end network so back
5601.2,5.37,in our docker compose file note that I
5604.38,4.56,have actually stripped out the port
5606.57,2.819,section for simplicity sake
5608.94,2.549,there's
5609.389,5.071,they're but they're just not shown here
5611.489,5.161,the first thing we need to do if we were
5614.46,4.86,to use networks is to define the
5616.65,5.73,networks we are going to use in our case
5619.32,5.94,we have two networks front end and back
5622.38,6.089,end so create a new property called
5625.26,5.43,networks at the root level adjacent to
5628.469,4.92,the services in the docker compose file
5630.69,6.449,and add a map of networks we are
5633.389,6.27,planning to use then under each service
5637.139,5.131,create a networks property and provide a
5639.659,6.871,list of networks that service must be
5642.27,7.38,attached to in case of Redis and DB it's
5646.53,5.64,only the back-end network in case of the
5649.65,4.56,front-end applications such as at the
5652.17,5.25,voting app and the result app they
5654.21,6.449,require to be a test to both a front-end
5657.42,5.64,and back-end Network you must also add a
5660.659,4.83,section for worker container to be added
5663.06,4.77,to the back-end Network I have just
5665.489,5.88,omitted that in this slide you choose
5667.83,6.15,space constraints now that you have seen
5671.369,5.1,docker compose files head over to the
5673.98,5.79,coding exercises and practice developing
5676.469,6.091,some docker compose files that's it for
5679.77,15.06,this lecture and I will see you in the
5682.56,16.65,next lecture we will now look at docker
5694.83,7.32,registry so what is a registry if the
5699.21,5.37,containers were the rain then they would
5702.15,3.45,rain from the docker registry which are
5704.58,3.539,the clouds
5705.6,6,that's where docker images are stored
5708.119,6.391,it's a central repository of all docker
5711.6,6.119,images let's look at a simple nginx
5714.51,6.149,container we run the docker run engine X
5717.719,5.551,command to run an instance of the nginx
5720.659,6.841,image let's take a closer look at that
5723.27,6.24,image name now the name is nginx but
5727.5,4.98,what is this image and where is this
5729.51,6.3,image pulled from this name follows
5732.48,6.63,Dockers image naming convention nginx
5735.81,5.54,here is the image or the repository name
5739.11,6.23,when you say nginx
5741.35,6.87,it's actually nginx / nginx the first
5745.34,5.79,part stands for the user or account name
5748.22,5.37,so if you don't provide an account or a
5751.13,4.59,repository name it assumes that it is
5753.59,5.7,the same as the given name which in this
5755.72,6.24,case is nginx the user names is usually
5759.29,4.62,your docker hub account name or if it is
5761.96,4.65,an organization then it's the name of
5763.91,5.04,the organization if you were to create
5766.61,5.49,your own account and create your own
5768.95,6.3,repositories or images under it then you
5772.1,5.75,would use a similar pattern now where
5775.25,5.49,are these images stored and pulled from
5777.85,4.72,since we have not specified the location
5780.74,5.13,where these images are to be pulled from
5782.57,6.69,it is assumed to be on Dockers default
5785.87,7.02,registry docker hub the dns name for
5789.26,6,which is dr. al the registry is where
5792.89,4.56,all the images are stored whenever you
5795.26,4.95,create a new image or update an existing
5797.45,4.68,image you push it to the registry and
5800.21,4.26,every time anyone deploys this
5802.13,4.8,application it is pulled from that
5804.47,4.83,registry there are many other popular
5806.93,4.92,registries as well for example Google's
5809.3,4.65,registry is that VCR that i/o where a
5811.85,4.38,lot of kubernetes related images are
5813.95,4.8,stored like the ones used for performing
5816.23,5.25,end-to-end tests on the cluster these
5818.75,6.33,are all publicly accessible images that
5821.48,5.76,anyone can download and access when you
5825.08,3.75,have applications built in-house that
5827.24,2.01,shouldn't be made available to the
5828.83,3.39,public
5829.25,5.49,hosting an internal private registry may
5832.22,4.77,be a good solution many cloud service
5834.74,5.52,providers such as Arab leaders as your
5836.99,5.37,GCP provide a private registry by
5840.26,5.25,default when you open an account with
5842.36,5.91,them on any of these solutions be a
5845.51,5.01,docker hub or Google registry or your
5848.27,4.98,internal private registry you may choose
5850.52,4.98,to make a repository private so that it
5853.25,5.58,can only be accessed using a set of
5855.5,5.64,credentials from Dockers perspective to
5858.83,5.01,run a container using an image from a
5861.14,5.04,private registry you first log into your
5863.84,5.1,private registry using the docker login
5866.18,4.8,command input your credentials once
5868.94,4.26,successful run the application using
5870.98,3.749,private registry as part of the image
5873.2,3.749,name like this
5874.729,4.381,now if you did not log into the private
5876.949,5.221,registry it will come back saying that
5879.11,5.429,the image cannot be found so remember to
5882.17,6.059,always log in before pulling or pushing
5884.539,7.051,to a private registry we said that cloud
5888.229,5.071,providers like AWS or GCP provide a
5891.59,3.69,private registry when you create an
5893.3,4.199,account with them but what if you are
5895.28,4.709,running your application on-premise and
5897.499,4.98,don't have a private registry how do you
5899.989,5.67,deploy your own private registry within
5902.479,5.76,your organization the docker registry is
5905.659,5.34,itself another application and of course
5908.239,5.82,is available as a docker image the name
5910.999,6.81,of the image is registry and it exposes
5914.059,6.27,"the API on port 5,000 now that you have"
5917.809,5.64,your custom registry running at port
5920.329,7.17,"5,000 on this docker host how do you"
5923.449,7.23,push your own image to it use the docker
5927.499,5.73,image tag command to tag the image with
5930.679,4.8,a private registry URL in it in this
5933.229,5.421,case since it's running on the same door
5935.479,7.321,host I can use localhost semi colon
5938.65,6.339,"5,000 followed by the image name I can"
5942.8,4.469,then push my image to my local private
5944.989,4.411,registry using the command docker push
5947.269,4.801,and the new image name with the docker
5949.4,5.04,registry information in it from there on
5952.07,4.77,I can pull my image from anywhere within
5954.44,5.19,this network using either localhost if
5956.84,5.369,you're on the same host or the IP or
5959.63,4.829,domain name of my docker host if I'm
5962.209,5.01,accessing from another host in my
5964.459,3.301,environment well that's it for this
5967.219,2.13,lecture
5967.76,4.799,hello words of the practice test and
5969.349,4.181,practice working with private docker
5972.559,9.811,registries
5973.53,11.73,[Music]
5982.37,4.81,welcome to this lecture on docker engine
5985.26,5.25,in this lecture we will take a deeper
5987.18,5.7,look at Dockers architecture how it
5990.51,4.53,actually runs applications in isolated
5992.88,6.33,containers and how it works under the
5995.04,6.96,hoods docker engine as we have learned
5999.21,5.19,before is simply referred to a host with
6002,5.04,docker installed on it when you install
6004.4,4.67,docker on a Linux host you're actually
6007.04,5.64,installing three different components
6009.07,6.91,the docker demon the rest API server and
6012.68,5.7,the docker CLI the docker daemon is a
6015.98,5.16,background process that manages docker
6018.38,5.79,objects such as the images containers
6021.14,5.79,volumes and networks the docker REST API
6024.17,5.01,server is the API interface that
